CODI_BASE,DSL,la,dc,sre,srd,dire,dird,dife,difd,dure,durd
2374,NULL,0.624499,5.81356,5182.87,5144.2,3634.9,3860.53,1130.99,1092.94,9.99736,10.0994
2375,2373,1.18292,23.6833,3851.94,4451.09,3573.6,3825.24,1081.58,1101.07,9.11071,9.12643
2379,2380,0.00625585,0.0410962,4941.47,4951.03,3412.09,3357.29,1254.12,1243.97,9.72173,9.66568
2380,NULL,17.951,47.1965,4533.64,4616.98,3664.06,3650.19,1223.83,1176.43,9.04375,9.40657
2384,2386,0.033632,2.97536,5101.04,5084.05,3819.09,4187.3,1161.45,1160.67,9.57888,9.51618
2385,2388,0.0152367,0.173576,4920.87,4913.55,3871.45,3763.64,1203.58,1194.52,9.63318,9.6299
2386,2385,0.018218,0.108965,4909.56,5038.87,3849.73,3900.05,1202.41,1187.63,9.60629,9.59619
2387,2380,0.349795,5.38184,4952.55,4964.23,3688.54,3473.29,1197.61,1171.7,9.64332,9.53288
2388,2387,0.0540415,0.630725,4939.48,4952.51,3924.09,3916.43,1201.53,1201.39,9.60824,9.56264
2390,2389,0.0370579,2.0292,5050.66,5132.33,4024.99,3966.33,1190.77,1170.74,9.68056,9.61145
2392,2387,0.00246809,0.106031,4939.61,4932.57,3890.27,3728.47,1211.26,1198.28,9.48459,9.41853
2393,2380,0.0184915,0.208317,5480.72,5374.48,3359.73,3450.22,1252.88,1261.66,9.93681,9.95776
2394,2389,0.0583604,19.1111,4927.65,5279.61,3959.89,4065.67,1210.32,1175.95,9.37996,9.68238
2396,2380,0.039726,0.185558,5407.49,5361.53,3821.91,3182.2,1238.52,1198.25,9.40067,9.4671
2397,2394,0.0485764,2.8931,4438.99,4830.79,3831.92,3943.23,1181.84,1170.02,9.47671,9.28254
2398,2387,0.0590831,1.44689,5026.91,4617.98,3782.16,3671.75,1202.64,1163.18,9.35741,9.24426
2400,3420,0.00624638,0.0525368,5314.61,5314.75,4091.1,4179.64,1258.79,1251.76,9.72428,9.58362
2403,2380,0.0126795,2.36994,5092.62,5077.18,3665.13,3696.46,1206.96,1156.57,10.6235,9.99669
2407,2409,0.0590574,0.728884,3253.56,3682.48,3881.68,3904.14,1210.45,1177.34,8.33727,8.66725
2408,2417,0.658739,8.72553,2796.68,4176.37,3594.68,3035.52,1116.74,1112.46,8.35333,8.74518
2410,2411,0.114084,8.99263,4319.42,5145.8,3690.97,3949.91,1173.28,1176.83,8.70652,10.0814
2411,2407,0.0276947,0.306232,4072.44,3760.43,3839.8,3609.19,1203.68,1172.36,8.87048,8.75701
2416,NULL,0.622152,10.1789,4181.68,4823.88,3516,3599.22,1138.05,1091.69,9.74851,9.5074
2417,2416,4.31477,177.259,4498.03,4424.4,3289.31,3343.53,1110.04,1122.52,8.05453,8.80771
2422,NULL,0.0522753,3.12455,4976.25,4790.18,3669.98,3697.19,1250.45,1207.3,10.6771,10.5861
2426,NULL,0.0175094,1.18722,3726.35,4432.03,3835.98,3921.53,1275.95,1266.02,10.6568,10.7915
2427,2425,0.398906,17.0716,5240.32,5330.74,3750.5,4159.51,1237.11,1223.89,11.0954,10.664
2431,NULL,2.41248,82.6673,5063.96,4963.92,3631.33,3804.63,1191.28,1186.41,9.56648,9.67912
2432,2431,0.00501201,0.0830355,4697.67,4696.26,3331.31,3307.27,1174.62,1177.67,8.99774,8.94709
2433,2431,0.0149763,0.0945827,4928.37,4944.58,3780.62,3757.6,1223.69,1230.02,9.27733,9.24758
2435,3296,2.50863,23.8469,5027.55,5178.3,3683.31,3140.78,1160.9,1118.78,9.80573,10.0107
2437,2435,0.775815,107.345,4783.95,4904.7,3730.59,3886.11,1145.8,1199.19,9.4574,9.87497
2442,2437,6.24331,73.8999,4950.33,4798.23,3663.46,3587.07,1217.33,1181.13,9.1951,9.11139
2448,3176,0.101066,5.94707,4764.35,5140.51,3914.83,4215.57,1227.11,1222.67,9.22118,9.41459
2449,NULL,0.438226,41.3208,5202.45,4910.97,3608.94,3417,1211.6,1174.26,8.98247,9.65656
2450,2451,0.650852,29.4522,5533.66,5230.83,3678.22,4070.73,1168.95,1226.59,10.6268,9.87487
2451,3139,0.266415,4.9035,5400.17,5328.11,3883.28,3815.54,1208.02,1211.18,9.95614,9.96276
2457,NULL,0.319061,20.3797,5548.31,5236.43,3801.95,3958.11,1237.88,1231.62,11.097,10.4333
2461,2472,0.0401519,0.884849,3452.77,3350.16,3554.58,4101.34,1181.84,1187.39,8.49111,8.52785
2466,2467,0.0165339,0.137822,3872.75,3704.62,3709.55,3583.69,1231.84,1218.89,8.58523,8.45152
2467,3175,0.0132048,0.0450241,4130.24,4027.38,3831.76,3957.17,1248.72,1251.4,8.76453,8.67323
2468,NULL,1.5825,32.1104,3563.72,4874.88,3687.79,4086.1,1175.45,1181.39,8.52978,9.99587
2471,3175,0.190635,14.1833,5282.72,5240.47,3789.34,4254.65,1224.78,1219.45,9.96475,10.3059
2472,2479,0.222539,35.8072,4333.82,4748.67,3757.33,3631.03,1221.42,1174.51,9.76017,9.92055
2477,3175,0.0200404,1.07975,5281.27,5553.23,3911.34,4370.69,1275.44,1257.81,9.85256,10.4252
2479,NULL,3.93718,29.6495,4096.16,4732.2,3678.18,3465.82,1221.8,1183.61,10.1662,10.1309
2480,2484,56.053,438.631,4588.86,4665.47,3683.12,3471.24,1230.64,1188.3,9.80252,9.80227
2481,NULL,0.161217,10.246,4007.5,3865.41,3734.07,2938.85,1224.46,1213.87,10.5229,10.917
2484,NULL,0.444176,21.4119,5132.4,4928.31,3666.63,3532.15,1141.04,1159.82,9.97908,10.4318
2491,NULL,1.13118,25.4027,5328.96,4662.34,3635.72,3641.36,1188.89,1189.55,10.2753,9.67037
2494,2498,0.0110382,0.40914,5493.92,5045.79,3656.01,3838.82,1247.53,1193.98,10.7565,10.4723
2496,2495,0.00820129,0.0806149,5054.04,4912.54,4029.38,3827.8,1334.35,1338.46,10.3799,10.3877
2497,2513,0.0171175,5.16372,4434.53,5068.84,3944.39,3865.12,1264.44,1255.55,10.1464,10.4776
2498,XX291,0.0593497,0.785758,5539.27,5487.14,3499.49,3095.8,1247.91,1239.69,10.8453,10.5396
2503,3945,1.76026,131.112,4829.73,4975.19,3708.65,3757.07,1230.86,1234.86,9.65326,10.0914
2509,2537,0.0446331,1.06814,4268.96,4343.77,3585.76,3505.95,1194.71,1174.37,7.71039,8.58655
2513,2518,5.569,88.9856,4396.85,4727.08,3557.42,3548.26,1196.56,1200.65,8.51695,9.58529
2518,3225,0.0521726,1.11796,4547.21,4024.92,3490.74,3327.42,1216.79,1202.05,8.05445,7.87263
2524,2513,0.0213832,8.13748,5140.94,4729.55,3812.46,3822.94,1176.87,1178.68,9.13684,8.97336
2526,2513,0.0149118,0.203973,4524.76,4739.85,3954.56,3575.04,1205.1,1217.4,8.45766,8.84809
2531,2526,0.0402212,0.419079,4801.98,4864.45,3795.57,3576.26,1223.84,1220.15,8.98856,9.38349
2537,2676,12.0577,44.3019,4020.89,4380.91,3597.49,3296.78,1206.46,1157.66,9.02411,9.31339
2540,2537,0.0359545,2.67818,2592.79,4768.74,3532.76,2551.87,1200.95,1138.68,7.61187,9.94045
2544,2553,0.255421,5.35912,4822.29,4837.16,3585.72,3578.15,1216.69,1183.84,9.26368,9.03805
2546,2513,2.0903,67.2783,4955.98,5147.01,3724.66,4037.33,1242.42,1231.14,9.86876,10.3551
2550,2546,0.0176887,8.58506,4882.99,5373.28,3951.38,4385.45,1227.01,1222.61,10.151,10.2412
2553,2537,0.0324707,1.00434,4872.8,4856.16,3637.05,3766.96,1211.29,1187.31,9.48903,9.31206
2554,2676,0.0305112,0.242873,3127.51,4481.4,3300.55,2996,1199.09,1196.43,9.86743,10.3274
2557,2546,0.0135328,1.29125,4987.06,4762.97,3979.56,3659.15,1222.36,1244.47,10.2261,10.1389
2560,2537,0.0211057,0.763211,4878.05,4876.48,3828.23,3646.58,1198.85,1154.76,9.49738,9.43789
2563,2546,0.0187238,1.46803,4966.85,4987.46,3903.21,4081.78,1231.79,1236.51,10.0234,9.71169
2567,2546,0.00753251,1.1966,4779.8,4886.92,3967.16,3734.81,1234,1258.95,9.54001,9.95166
2569,2572,0.0275759,0.185712,5248.47,4999.73,3149.42,3348.22,1168.38,1185.26,9.93313,9.84623
2572,3216,0.260063,7.14565,4406.95,4783.82,3446.39,3760.04,1163.98,1180.13,9.53127,9.67432
2577,3216,0.0241038,0.10947,3821.24,4091.25,3729.89,3567.31,1188.57,1183.15,9.56397,9.53244
2580,2676,0.0358106,0.358751,4757.26,4600.24,3831.33,3879.12,1181.13,1176.53,9.63725,9.42327
2595,2627,0.0408205,0.893729,4758.24,4592.64,3880.55,4019.86,1298.2,1297.06,10.1094,10.5153
2602,2623,0.0203558,0.128355,4490.43,4515.84,3693.42,3789.32,1309.5,1317.1,9.22695,8.87273
2604,2600,0.00556518,0.409848,5402.3,4893.56,3780.87,3636.92,1265.74,1234.34,11.7345,10.0997
2608,2609,0.0713871,1.73269,4064.61,4751.31,3613.83,3343.79,1254.95,1201.38,10.8731,10.0679
2609,2622,0.0861615,0.463845,4380.29,4624.29,3908.82,3896.58,1206.96,1231.48,10.2075,10.5318
2613,NULL,0.130126,4.63332,5213.58,5205.51,3684.49,3848.62,1194.45,1213.14,9.73003,10.1861
2617,2620,0.00546747,0.0806851,5258.92,4771.8,3998.48,3875.86,1317.69,1310.85,10.1151,10.3623
2622,3107,2.91166,11.3977,4834.58,4662.47,3697.9,3549.41,1250.81,1209.47,10.5531,10.0573
2623,XX446,0.0254031,4.47994,5481.37,5218.92,3294.26,3271.25,1250.73,1256.08,11.5928,10.3542
2627,2646,1.14356,17.244,5117.41,5036.8,3761.78,3887.11,1278.11,1271.21,9.64534,10.4065
2631,2635,0.0182925,0.327893,4745.92,5156.24,4028.6,4078.72,1240.2,1263.84,9.53725,9.61882
2640,2642,0.0073356,1.53935,5000.89,4761.99,3828.95,4052.75,1217.16,1220.05,10.3273,9.41814
2642,2645,0.109236,3.89228,4991.56,4897.88,3526.08,3571.26,1212.63,1200.18,10.4209,10.0725
2646,2636,0.0352326,0.547817,4823.73,4598.31,4095.79,4040.08,1259.92,1263.93,9.89981,9.57618
2654,NULL,0.371048,18.5535,3406.11,3801.88,3656.32,2017.34,1178.37,1164.62,8.21691,8.93281
2655,2665,0.126212,0.858894,4004.67,4312.54,3802.05,4070.81,1247.68,1223.07,10.7337,10.1193
2660,3223,0.00841764,0.204258,5056.67,5169.89,3811.3,3987.36,1288.3,1286.98,10.2543,10.2855
2665,3108,0.0157134,0.317023,4458.42,4523.87,3896.03,3614.47,1236.83,1250.02,10.2761,10.7272
2667,2660,0.0734014,14.5413,4976.74,5421.8,3812.22,4264.54,1285.87,1304.88,10.7515,10.9427
2671,NULL,0.299928,12.8172,5441.86,5218.6,3642.58,4032.75,1185.11,1241.88,9.62261,9.67391
2672,2668,0.1373,4.41914,5264,5001.17,3754.78,3766.39,1283.62,1266.19,10.3761,10.1879
2673,NULL,0.79674,38.6717,2493.66,4001.85,3621.1,2610.85,1126.7,1150.35,8.42566,10.0146
2676,NULL,7.91777,100.331,3468.84,4290.23,3584.53,3079.64,1160.62,1121.36,8.65331,9.37383
2679,2650,0.0107975,0.213607,5329.03,5459.01,4065.62,4138.71,1304.56,1261.1,10.5131,10.6644
2691,2676,0.00958987,0.0583507,4795.98,4800.05,3537.18,3665.97,1165.65,1154.87,9.64883,9.66227
2692,2676,0.00513704,0.099263,4783.29,4766.19,3319.56,3076.1,1104.34,1029.87,9.57796,9.55507
2702,NULL,0.091282,0.928059,4166.7,4543.39,3470.58,3466.89,1126.18,1100.38,9.43528,9.40615
2706,2702,0.125857,2.87649,4160.7,4506.79,3607.75,3746.04,1105.31,1057.4,9.65609,9.12429
2710,3107,1.80507,124.504,4832.3,4667.99,3550.19,3565.57,1173.27,1157.57,9.03129,9.32373
2712,2676,0.0809923,3.34743,5042.05,4669.45,3542.03,3318.58,1193.29,1171.95,9.08649,8.93315
2730,2744,1.34266,36.8685,4889.68,5024.21,3639.59,3796.86,1199.96,1174.62,10.3082,9.95758
2736,2730,0.66282,18.1318,5137.66,5113.69,3688.57,3805.81,1145.9,1156.86,9.41027,9.50264
2744,NULL,0.543975,25.23,5368.77,5063.23,3669.7,3894.99,1192.31,1177.32,10.5888,9.87359
2747,NULL,0.0553755,17.018,3993.14,3864.76,3647.84,2702.36,1131.02,1147.39,8.99001,8.61197
2751,2710,0.551778,70.4268,4122.54,4514.63,3369.6,3504.25,1121.68,1145.48,9.514,9.08324
2752,2710,0.110784,1.6237,5148.03,4771.31,3285.31,2572.69,1133.7,1117.27,9.41287,9.34914
2758,2761,0.664415,12.5614,5223.25,4962.74,3677.47,3930.08,1199.54,1175.15,9.48484,9.59023
2760,2761,0.294817,16.7582,4445.29,5110.2,3741.94,4007.28,1216.63,1180.12,9.08333,9.43042
2761,3142,0.186104,11.4873,5185.71,4963.03,3773.23,3758.13,1245.95,1185.8,9.25712,9.59508
2762,2765,0.136155,9.28474,4908.09,5353.28,3901.58,4189.1,1208.16,1144.97,9.33342,9.75785
2763,2761,0.225884,1.01608,5067.2,5217.9,3764.53,3603.84,1269.3,1247.17,9.77361,9.83443
2764,2768,0.179208,3.28427,2436.64,4568.37,3787.35,4235.52,1199.4,1209.27,7.5939,8.86277
2765,2766,1.76823,30.0473,5139.37,5164.27,3755.35,4146,1224.34,1192.05,10.1807,9.75304
2766,2763,0.153255,2.57227,4954.21,5215.77,3842.75,3709.63,1266.52,1231.11,9.16652,9.70701
2767,NULL,6.17893,36.8704,5274.37,4785.32,3818.8,3831.47,1188.68,1156.03,10.4162,9.80345
2768,NULL,6.76353,60.39,5078.16,4875.05,3565.19,3444.02,1201.09,1173.46,9.55834,9.3513
2769,2765,0.343782,40.0686,4834.18,4837.91,3768.75,3654.88,1208.61,1177.21,9.81762,9.5508
2771,2775,0.19283,19.7131,3067.49,4458.46,2820.18,1642.54,1109.26,1115.88,7.54952,9.05448
2775,NULL,0.746014,61.8327,3941.89,3572.26,3450.67,2441.32,1143.79,1174.25,7.65345,7.86765
2776,NULL,3.67639,82.318,3580.22,3946.62,3527.94,2411.7,1160.98,1149.15,7.62326,8.07705
2778,2779,0.478379,16.8624,3514.77,4582.98,3675.99,4137.24,1179.6,1174.35,8.16702,8.83836
2779,2783,0.76802,9.30402,5059.16,4161.21,3503.26,3299.35,1184.35,1133.04,8.64418,8.39501
2781,2783,0.555215,4.99174,4795.59,4915.54,3813.04,4061.51,1182.82,1132.33,8.74268,8.70043
2782,3148,1.45134,10.7834,3758.94,3908.01,3789.96,3184.55,1232.78,1185.87,9.24248,9.02108
2783,2790,1.16449,39.008,4778.85,4809.89,3690.83,3569.48,1232.22,1165.46,9.67059,8.96585
2785,2775,0.136054,30.7749,3573.12,4173.36,3643.39,2839.19,1190.09,1199.28,8.28218,8.53228
2786,2790,0.142729,1.5068,4068.83,3741.1,3816.6,3549.41,1208.38,1186.43,9.34234,9.14768
2788,2783,0.373337,4.99888,5112.35,4667.19,3615.22,3295.18,1156.23,1146.09,8.5539,8.67137
2789,2790,0.229936,2.33042,5080.77,5027.24,3445.49,3371.45,1152.46,1132.31,8.94887,8.85453
2790,NULL,5.86493,104.417,4611.68,4754.23,3507.3,3567.35,1183.45,1154.1,8.42133,9.11864
2792,NULL,0.974828,10.1145,3354.02,3455.79,3612.45,2736.48,1199.3,1180.19,9.25202,8.49612
2793,NULL,0.783314,10.2852,5335.29,5070.94,3651.49,3971.16,1176.75,1205.09,10.0054,10.034
2794,2790,5.34647,174.115,4257.78,4708.06,3671.11,3687.15,1174.53,1148.72,8.9121,8.97332
2795,NULL,0.338072,13.6133,5088.29,4297.24,3648.67,2776.19,1179.6,1173.95,8.91598,8.8075
2797,NULL,10.26,98.8993,4058.66,4489.57,3817.85,3393.83,1231.54,1184.07,9.94775,9.60126
2800,2794,0.0710931,9.91813,4312.2,5138.23,3725.09,3298.8,1201.41,1197,7.98469,9.44141
2801,3155,0.297589,13.1584,5302.42,5052.65,3664.34,3982.12,1145.43,1134.94,9.06372,9.18931
2804,2801,0.176539,9.66969,5211.33,5113.43,3745.55,4085.41,1210.87,1232.97,8.55988,8.91473
2806,2794,1.17137,19.0983,5626.79,4961.69,3975.84,3962.9,1313.83,1261.41,10.9521,10.232
2807,NULL,6.3067,96.0973,4447.47,4408.45,3571.69,3243.98,1130.53,1124.7,8.37461,8.76585
2808,2807,0.729621,63.4404,4065.81,4681.01,3420.1,3621.03,1140.62,1166.05,7.55571,8.86756
2809,2808,0.356676,42.3194,5200.6,4844.96,3613.66,3735.34,1115.56,1104.38,8.55767,8.66982
2810,3002,0.163799,9.87838,5051.67,4861.44,3670.77,3867.87,1208.02,1170.15,8.19147,8.57831
2811,NULL,2.12798,44.1287,5302.57,5071.24,3836,3909.79,1189.56,1176.91,10.4346,9.86134
2820,NULL,0.566787,24.0116,4183.81,3700.46,3710.88,2857.92,1252.1,1189.59,8.71616,8.48885
2821,NULL,1.86538,38.1338,3657.68,4298.64,3711.13,2216.18,1226.8,1190.77,8.88912,9.35756
2824,3302,0.184827,0.913202,3857.53,3636.16,3698.02,3679.89,1218.72,1211.21,9.39445,9.24481
2825,2824,0.0533923,4.6583,3610.13,3038.81,3593.54,2487.22,1190.58,1140.43,9.27548,8.12616
2828,NULL,0.174603,5.98598,4207.11,3954.91,3372.97,3331.41,1163.02,1137.61,9.04638,8.93671
2830,2828,0.0969017,15.6239,4623.88,4884.53,3352.31,2883.07,1162.29,1123.94,10.0257,9.89307
2831,NULL,0.165809,1.3146,3740.24,4701.19,3821.11,4001.17,1282.26,1282.48,9.87228,10.0805
2832,2834,1.62252,16.5202,4462.09,4548.99,3688.46,3555.77,1245.98,1193.11,9.07969,8.99926
2833,2834,0.0315927,0.830119,3913.71,4032.4,3732.3,3956.76,1175.46,1183.06,8.78722,8.8429
2834,NULL,0.444603,83.3755,4041.78,4645.28,3754.19,3437.9,1195.02,1165.06,8.85117,9.37215
2835,2832,7.95813,111.574,4224.3,4070.46,3681.73,2777.36,1215.61,1183.2,8.69986,8.89486
2854,2861,0.134871,14.1806,3402.57,5172.88,3740.25,2768.35,1256.22,1246.95,9.55707,10.7527
2855,2857,2.40885,42.6761,4544.74,5067.87,3706.78,3662.36,1206.93,1240.73,10.6354,10.1552
2857,2861,1.12206,14.4779,4321.13,4757.17,3760.48,3871.96,1239.23,1230.4,10.1475,10.2246
2861,NULL,0.284526,320.177,4793.58,4907.74,3742.34,3749.17,1274.17,1244.3,11.1351,10.3734
2863,NULL,0.8809,86.2202,5660.4,5122.21,3829.01,3901.83,1265.14,1258.64,10.3916,10.1723
2864,2863,1.23167,28.1615,5699.9,5273.37,3673.31,3882.98,1200.69,1204.87,10.0629,9.48625
2866,NULL,0.311502,192.483,5316.99,5445.46,3749.54,4189.23,1285.26,1291.72,11.9078,11.0398
2868,NULL,0.814759,47.8939,4065.79,4805.69,3832.7,3570.43,1286.65,1268.86,9.35029,10.3932
2869,NULL,2.57838,48.1134,5235.19,5305.7,3874.93,4135.71,1273.79,1272.96,10.7955,10.2479
2873,NULL,0.756566,29.9178,4307.63,4151.06,3834.43,2594.71,1270.68,1238.22,9.23842,8.98833
2875,NULL,0.744135,6.38691,5316.8,5279.72,3812.82,3703.33,1315.51,1299.81,10.6205,10.6851
2876,NULL,1.14977,44.9781,5226.54,4958.21,3751.22,3828.8,1242.75,1234.43,9.87156,9.60008
2877,2882,0.193059,6.99312,5435.77,5338.12,3884.95,4266.83,1237.91,1266.35,10.3028,10.1207
2878,3100,0.652129,21.0182,3114.27,4856.26,3772.51,3290.96,1253.01,1236,10.2088,11.1618
2879,2880,0.701738,10.2603,3996.49,4173.46,3810.04,3273.39,1289.45,1255.25,8.96727,9.92397
2880,2883,1.14207,5.87805,4809.8,4718.73,3905.21,3926.1,1322.87,1322.44,9.56015,9.67275
2881,2884,0.0427577,5.40907,5187,5348.06,3918.87,3724.26,1313.06,1317.26,11.1198,11.0709
2882,2884,0.243863,53.1838,5188.59,5410.25,3858.74,4288.67,1233.45,1272.07,10.7061,10.5415
2883,2884,0.348803,8.07209,4961.16,5097.16,3854.41,3769.52,1307.56,1312.04,11.0908,10.8527
2884,NULL,1.73022,30.4731,5075.34,5144.68,3874.41,3955.96,1284.55,1269.65,10.8806,10.6805
2885,NULL,0.258958,13.037,5571.66,5522.46,3812.79,3788.06,1303.29,1299.71,10.3527,10.372
2887,NULL,1.01586,67.199,5127.19,5498.77,3756.64,4268.4,1255.74,1283.11,11.4495,11.3655
2888,NULL,5.9336,194.26,5232.58,5225.21,3805.91,3966.33,1286.67,1237.58,11.5656,10.4984
2890,NULL,2.17776,88.4513,5192.57,5294.16,3817.15,4042.66,1287.44,1242.8,11.8429,10.5948
2893,NULL,1.72881,1532.93,3764.53,4766.28,3266.41,3597.44,1115.18,1204.74,7.33013,9.91373
3001,NULL,0.0264046,0.408427,3975.15,4611.67,3447.89,3665.23,1155.33,1150.75,8.22306,8.27038
3002,2807,0.0780678,21.6988,4152.93,4395.44,3617.95,3637.53,1135.84,1154.93,7.81994,8.17854
3004,NULL,0.0784906,0.352235,5101.98,5089.52,3904.77,3863.82,1311.99,1312.01,9.69274,9.69578
3005,NULL,0.0933343,2.23504,4618.21,4383.42,3564.79,3418.53,1210.84,1173.33,8.71352,8.47692
3006,2782,0.0566272,1.96336,4020.78,3625.09,3531.8,2693.9,1206.95,1177.17,9.36037,8.46984
3007,3005,0.0508939,1.92382,4371.15,3788.32,3578.87,3524.99,1178.98,1104.31,8.84844,8.8461
3008,3007,0.0390785,32.2198,4392.63,4234.75,3589.81,2877.77,1185.33,1118.34,9.2119,9.10087
3009,3008,0.0668268,0.804387,5298.05,4928.18,3685.62,3806.73,1157.81,1171.54,9.39033,9.35098
3010,1801,0.0269322,0.132302,2945.64,3693.55,3722.99,3988.59,1269.9,1261.96,7.92772,9.60538
3011,1679,0.068086,2.79047,4891.67,4848.94,3732.19,3690.42,1292.36,1282.49,9.75214,9.79939
3012,1683,0.0364998,1.76476,4596.12,4833.73,3729.16,3559.75,1298.28,1279.08,9.47604,9.93247
3013,1689,0.0633972,3.13415,5345.46,4837.69,3733.01,3719.25,1292.25,1270.13,10.041,10.1123
3014,3015,0.0656466,3.58699,4990.97,4873.16,3758.57,3517.15,1275.41,1270.64,9.63042,9.40498
3015,1689,0.121329,8.06785,5204.97,4501.75,3658.01,3431.1,1280.94,1237.96,9.40866,10.6694
